index,index_x,index_y,pos_x,pos_y,disp_x,disp_y,strain_xx,strain_yy,strain_xy
0,0,0,354.0,460.0,0.945349689309147,-9.016305957440144,-0.004778141192045307,0.022255690464633274,-0.003692961210819479
1,0,1,354.0,480.0,0.7548629639080906,-8.597764677664086,-0.0045042990813670475,0.020129654735565546,-0.0024999859360729714
2,0,2,354.0,500.0,0.6133946859102894,-8.220415220387617,-0.004322754834182778,0.018306020054489947,-0.0014041756091480084
3,0,3,354.0,520.0,0.5141804520075066,-7.872817334508036,-0.004221273704052463,0.017037939482396815,-0.00048253908039532786
4,0,4,354.0,540.0,0.45096599284632005,-7.544930917636662,-0.004188245151756149,0.016252094523605095,0.0002779705369708204
5,0,5,354.0,560.0,0.41799056905522813,-7.228045838263234,-0.004212689037112969,0.015880121752467145,0.0008902375956611586
6,0,6,354.0,580.0,0.40997036727175656,-6.914711757920348,-0.004284259895785499,0.01585823876693975,0.0013669487684632652
7,0,7,354.0,600.0,0.42208189616956354,-6.59866795334787,-0.00439324951435582,0.016126940306031932,0.001720561004095868
8,0,8,354.0,620.0,0.4499453824855482,-6.27477313865739,-0.004530588002427168,0.016630756329921805,0.0019632718813509206
9,0,9,354.0,640.0,0.4896081670469552,-5.93893528749662,-0.004687843547542368,0.017318064316586605,0.0021069917732738828
10,0,10,354.0,660.0,0.5375281007984821,-5.58804145521383,-0.004857221027124477,0.01814094848384366,0.0021633173395668023
11,0,11,354.0,680.0,0.5905569408293851,-5.219887601022277,-0.0050315596412498515,0.01905509910075897,0.0021435059630612856
12,0,12,354.0,700.0,0.6459237464005865,-4.83310841016463,-0.0052043297206654975,0.0200197455074295,0.0020584508350462
13,0,13,354.0,720.0,0.7012182749717792,-4.4271071160773925,-0.005369628855872939,0.020997616917201617,0.0019186564744159778
14,0,14,354.0,740.0,0.7543743782285348,-4.0019853225553295,-0.005522177485127669,0.0219549255304425,0.0017342145370415395
15,0,15,354.0,760.0,0.8036533981094097,-3.5584728259158998,-0.005657314071658603,0.022861366944035715,0.001514779834457503
16,0,16,354.0,780.0,0.8476275628330509,-3.097857437163672,-0.005770989993102185,0.023690133295825373,0.001269546534901775
17,0,17,354.0,800.0,0.8851633829253018,-2.6219148041547577,-0.005859764258884248,0.024417935038288693,0.001007224564944437
18,0,18,354.0,820.0,0.9154050472463109,-2.132838233761235,-0.005920798163875274,0.025025027690770873,0.0007360162663918268
19,0,19,354.0,840.0,0.9377578190176363,-1.6331685140355767,-0.005951849978905335,0.02549524037467016,0.0004635933908569268
20,0,20,354.0,860.0,0.9518714318493509,-1.125723736375071,-0.005951269770456667,0.025816003391015172,0.00019707453334798868
21,0,21,354.0,880.0,0.9576234857671531,-0.6135291176862573,-0.005917994432874964,0.025978372554931704,-5.6996883561024104e-05
22,0,22,354.0,900.0,0.9551028432394683,-0.09974682254933964,-0.005851543006549827,0.02597704845654939,-0.0002926739619500979
23,0,23,354.0,920.0,0.9445930252045582,0.412394214617375,-0.005752012344535253,0.02581038927295372,-0.0005046269114120665
24,0,24,354.0,940.0,0.9265556070976265,0.9196684673930631,-0.005620073177812839,0.02548041621084282,-0.0006881627728285592
25,0,25,354.0,960.0,0.9016136148779249,1.4189239951899444,-0.005456966615652761,0.024992811114602963,-0.0008392442181119822
26,0,26,354.0,980.0,0.8705349210558603,1.90715262108887,-0.005264501102118127,0.02435690622957071,-0.0009545073944837494
27,0,27,354.0,1000.0,0.8342156407200997,2.3815601096748824,-0.0050450498324874585,0.023585666565304315,-0.0010312788241214727
28,0,28,354.0,1020.0,0.7936635275646785,2.8396363448728024,-0.004801548614052138,0.02269566575874097,-0.0010675914210223866
