index,index_x,index_y,pos_x,pos_y,disp_x,disp_y,strain_xx,strain_yy,strain_xy
0,0,0,355.0,445.0,0.0,0.0,0.0,0.0,-inf
1,0,1,355.0,465.0,0.0,0.0,0.0,0.0,-inf
2,0,2,355.0,485.0,0.0,0.0,0.0,0.0,-inf
3,0,3,355.0,505.0,0.0,0.0,0.0,0.0,-inf
4,0,4,355.0,525.0,0.0,0.0,0.0,0.0,-inf
5,0,5,355.0,545.0,0.0,0.0,0.0,0.0,-inf
6,0,6,355.0,565.0,0.0,0.0,0.0,0.0,-inf
7,0,7,355.0,585.0,0.0,0.0,0.0,0.0,-inf
8,0,8,355.0,605.0,0.0,0.0,0.0,0.0,-inf
9,0,9,355.0,625.0,0.0,0.0,0.0,0.0,-inf
10,0,10,355.0,645.0,0.0,0.0,0.0,0.0,-inf
11,0,11,355.0,665.0,0.0,0.0,0.0,0.0,-inf
12,0,12,355.0,685.0,0.0,0.0,0.0,0.0,-inf
13,0,13,355.0,705.0,0.0,0.0,0.0,0.0,-inf
14,0,14,355.0,725.0,0.0,0.0,0.0,0.0,-inf
15,0,15,355.0,745.0,0.0,0.0,0.0,0.0,-inf
16,0,16,355.0,765.0,0.0,0.0,0.0,0.0,-inf
17,0,17,355.0,785.0,0.0,0.0,0.0,0.0,-inf
18,0,18,355.0,805.0,0.0,0.0,0.0,0.0,-inf
19,0,19,355.0,825.0,0.0,0.0,0.0,0.0,-inf
20,0,20,355.0,845.0,0.0,0.0,0.0,0.0,-inf
21,0,21,355.0,865.0,0.0,0.0,0.0,0.0,-inf
22,0,22,355.0,885.0,0.0,0.0,0.0,0.0,-inf
23,0,23,355.0,905.0,0.0,0.0,0.0,0.0,-inf
24,0,24,355.0,925.0,0.0,0.0,0.0,0.0,-inf
25,0,25,355.0,945.0,0.0,0.0,0.0,0.0,-inf
26,0,26,355.0,965.0,0.0,0.0,0.0,0.0,-inf
27,0,27,355.0,985.0,0.0,0.0,0.0,0.0,-inf
28,0,28,355.0,1005.0,0.0,0.0,0.0,0.0,-inf
29,0,29,355.0,1025.0,0.0,0.0,0.0,0.0,-inf
30,0,30,355.0,1045.0,0.0,0.0,0.0,0.0,-inf
31,0,31,355.0,1065.0,0.0,0.0,0.0,0.0,-inf
32,0,32,355.0,1085.0,0.0,0.0,0.0,0.0,-inf
33,0,33,355.0,1105.0,0.0,0.0,0.0,0.0,-inf
34,0,34,355.0,1125.0,0.0,0.0,0.0,0.0,-inf
35,0,35,355.0,1145.0,0.0,0.0,0.0,0.0,-inf
36,0,36,355.0,1165.0,0.0,0.0,0.0,0.0,-inf
37,0,37,355.0,1185.0,0.0,0.0,0.0,0.0,-inf
38,0,38,355.0,1205.0,0.0,0.0,0.0,0.0,-inf
39,0,39,355.0,1225.0,0.0,0.0,0.0,0.0,-inf
40,0,40,355.0,1245.0,0.0,0.0,0.0,0.0,-inf
41,0,41,355.0,1265.0,0.0,0.0,0.0,0.0,-inf
42,0,42,355.0,1285.0,0.0,0.0,0.0,0.0,-inf
43,0,43,355.0,1305.0,0.0,0.0,0.0,0.0,-inf
44,0,44,355.0,1325.0,0.0,0.0,0.0,0.0,-inf
45,0,45,355.0,1345.0,0.0,0.0,0.0,0.0,-inf
46,0,46,355.0,1365.0,0.0,0.0,0.0,0.0,-inf
47,0,47,355.0,1385.0,0.0,0.0,0.0,0.0,-inf
48,1,0,375.0,445.0,0.0,0.0,0.0,0.0,-inf
49,1,1,375.0,465.0,0.0,0.0,0.0,0.0,-inf
50,1,2,375.0,485.0,0.0,0.0,0.0,0.0,-inf
51,1,3,375.0,505.0,0.0,0.0,0.0,0.0,-inf
52,1,4,375.0,525.0,0.0,0.0,0.0,0.0,-inf
53,1,5,375.0,545.0,0.0,0.0,0.0,0.0,-inf
54,1,6,375.0,565.0,0.0,0.0,0.0,0.0,-inf
55,1,7,375.0,585.0,0.0,0.0,0.0,0.0,-inf
56,1,8,375.0,605.0,0.0,0.0,0.0,0.0,-inf
57,1,9,375.0,625.0,0.0,0.0,0.0,0.0,-inf
58,1,10,375.0,645.0,0.0,0.0,0.0,0.0,-inf
59,1,11,375.0,665.0,0.0,0.0,0.0,0.0,-inf
60,1,12,375.0,685.0,0.0,0.0,0.0,0.0,-inf
61,1,13,375.0,705.0,0.0,0.0,0.0,0.0,-inf
62,1,14,375.0,725.0,0.0,0.0,0.0,0.0,-inf
63,1,15,375.0,745.0,0.0,0.0,0.0,0.0,-inf
64,1,16,375.0,765.0,0.0,0.0,0.0,0.0,-inf
65,1,17,375.0,785.0,0.0,0.0,0.0,0.0,-inf
